tokenId,L01,L02,L03,L04,L05,L06,L07,domain,color,replceable,replaced,,
1868,21,3,16,4,7,20,18,2,2,2,,,
1869,12,19,21,13,22,4,24,3,8,2,,,
1870,22,10,15,3,15,5,16,1,7,0,,,
1871,24,21,16,9,10,3,8,2,9,2,,,
1872,15,8,4,10,11,4,3,0,1,2,,,
1873,7,20,11,18,19,8,24,2,3,2,,,
1874,11,9,22,11,11,5,3,3,0,1,,,
1875,13,5,14,3,24,13,18,3,9,2,,,
1876,8,8,19,5,9,22,23,3,8,2,,,
1877,2b,9,6,6,9,14,3,1,5,1,L01E002,,
1878,17,7,10,16,22,7,1,1,4,4,,,
1879,19,11,1,10,24b,10,20b,0,8,1,"L05E024,L07E020",,
1880,8,21,19,16,23,3,7,3,3,3,,,
1881,20,5,12,16,1,12,17,0,8,4,,,
1882,18,14,13,13,14,7,14,2,1,3,,,
1883,19,7,4b,3,10,10,22,2,7,1,L03E004,,
1884,18,20,5,24,20,10,4,3,2,3,,,
1885,17,17,6,22,1,1,13,0,0,2,,,
1886,5,19,1,3,17,23,19,1,3,1,,,
1887,12,21,16,1,3,20,15,3,4,2,,,
1888,9,7,2,16,11,10,9,1,6,1,,,
1889,3,2,8,8,14b,10,19,1,5,1,L05E014,,
1890,13,12,4,16,6,3,1,3,7,3,,,
1891,22,14,23,5,15,14,24,2,3,0,,,
1892,3,19,23,15,23,24b,11,1,7,1,L06E024,,
1893,9,5,10,6,2,7,5,1,2,2,,,
1894,7,17,24,11,1,8,3,1,9,1,,,
1895,15,3,12,8,4,21,6,1,3,4,,,
1896,6,18,6,20,13,12b,9,1,1,1,L06E012,,
1897,23,13,10,17,2,21b,13,1,6,1,L06E021,,
1898,22,11,14,5,6,13,1,1,3,0,,,
1899,3,16,22,5,6,10,1,3,8,1,,,
1900,4,4,14,13,19,13,18,1,7,4,,,
1901,19,22,21,8,14,14,12,0,9,3,,,
1902,24,10,18,15,7,20,17,0,8,2,,,
1903,16,1,19,18,24,14,10,0,7,1,,,
1904,7,8,21,4,15,13,5,1,1,2,,,
1905,12,8,7,5,23,4,23,0,8,2,,,
1906,6,20,4,4,7,3,8,3,2,2,,,
1907,24,21,3,4,9,14,8,3,2,2,,,
1908,14,18,19,5,19b,20,21,1,0,1,L05E019,,
1909,9,9,21,24,11,24,3,2,4,2,,,
1910,2,4,12,4,15,19,6,2,4,4,,,
1911,10,4,24,18,23,18,12,0,6,3,,,
1912,18,7,2,8,1,6,4,3,9,2,,,
1913,2,22,14,5,14,24,18,1,2,4,,,
1914,1,8,4,7,6,23,19,3,7,4,,,
1915,10,23,14,6,4,19,14,1,9,3,,,
1916,5,1,23,3,19,4,2,2,4,2,,,
1917,19,13,9,22,14,8,15,0,6,2,,,
1918,19,11,14,24,21,5,14,0,8,3,,,
1919,19,4,2,15,7,12,22,3,6,3,,,
1920,18,17,18,7,24,1,5,3,0,3,,,
1921,20b,13,13,17,13,3,21,3,0,1,L01E020,,
1922,18,24,19,8,12,3,13,3,5,0,,,
1923,18,3,18,6,24b,20,3,1,5,1,L05E024,,
1924,2,12,8,7,17,2,9,1,7,3,,,
1925,13,23,2,20,12,5,6,2,6,1,,,
1926,6,15,16,10,22,7,7,1,8,2,,,
1927,19,17,13,6,10,22,6,1,2,1,,,
1928,3,9,24,12,19,7,17,3,0,3,,,
1929,8b,23,13,1,7b,23,19,0,0,3,"L01E008,L05E007",,
1930,17,8,15,12,23,20,1,0,5,2,,,
1931,19,8,15,4,21,2,5,2,9,2,,,
1932,4,5,18,24,13,11,9,0,8,3,,,
1933,14,17,8,9,19,12,16,3,8,2,,,
1934,6,14,21,14,6,2,2b,0,8,1,L07E002,,
1935,7,18,2,13,6,23,15,0,2,2,,,
1936,13,7,4,12,17,14,4,0,0,3,,,
1937,12,24,9,5,14,11,23,3,5,4,,,
1938,13,14,16,14,21,6,3,0,6,2,,,
1939,22,24,9,18,23,3,14b,1,9,1,L07E014,,
1940,3,24,23,16,24,21,11,1,0,3,,,
1941,18,18,18,24,4,11,9,1,4,3,,,
1942,12,14,10,1,10,4,8,1,1,1,,,
1943,21,14,19,19,9,21,23,3,6,3,,,
1944,18,17,14,1,15,15,4,0,0,2,,,
1945,23,12,14,16,6,1,21,1,5,2,,,
1946,8,13,9,16,6,17,1,1,7,3,,,
1947,14,12,22,18,2,10,24,0,0,2,,,
1948,2,9,19,16,16,20,5,2,4,3,,,
1949,22,6,21,15,20,14,18,0,0,2,,,
1950,4,9,5,16,4,13,19,0,9,3,,,
1951,19,8,2,3,3,10,6,1,1,1,,,
1952,3,1,10,20,14,6,2,0,4,3,,,
1953,2,12,20,23,16,22,1,2,7,2,,,
1954,21,21,24,7,3,13,15,1,6,2,,,
1955,14,10,19,3,3,11,24,2,6,1,,,
1956,13,15,23,15,23,11b,15,3,0,1,L06E011,,
1957,13,19,19,22,23,4,8,3,2,1,,,
1958,22,24,23,8,17,16,13,0,7,0,,,
1959,13,11,4,6,11,1,24,1,6,1,,,
1960,19,4,9,19,7,22,5,0,8,4,,,
1961,24,8,1,20,6,8,24,2,8,1,,,
1962,23,17,22,2,5,4,18,0,6,4,,,
1963,24,16,6,16,22,16,2,3,5,4,,,
1964,23,24,6,22b,3,2,8,3,5,1,L04E022,,
1965,17,21,9,14,18,1,13,2,9,2,,,
1966,8b,2,3,12b,7,17,1,0,3,4,"L01E008,L04E012",,
1967,22,6,3,21,23,16,9,0,7,0,,,
1968,20,16,18,8,19,22,19,1,7,2,,,
1969,21,23,15,22,22b,4,2b,0,1,2,"L05E022,L07E002",,
1970,15,14,12,21,21,1,9,3,4,3,,,
1971,6,22,15,3,6,5,13,1,8,1,,,
1972,6,20,5,7b,23,22,15,3,0,1,L04E007,,
1973,19,13,3,14,16,3,13,2,1,0,,,
1974,6,20,5,8,14,21,20,0,7,3,,,
1975,15,19,21,21,2,2,6,3,9,2,,,
1976,16,7,16,15,9,21,7,1,9,1,,,
1977,18,18,5,18,24,7,17,0,4,2,,,
1978,13,5,6,24,21,19,9,1,4,3,,,
1979,14,5,23,24,3,3,13,2,3,1,,,
1980,17,2,8,8,9,19,21,3,7,2,,,
1981,20,17,14,7,16,24,22,3,7,3,,,
1982,6,18,4,21,11,11,23,0,1,3,,,
1983,5,23,9,2,1,12,23,2,1,3,,,
1984,17b,6,8,4,11,22,3,2,8,1,L01E017,,
1985,8b,18,24,1,1,22,1,0,2,1,L01E008,,
1986,10,1,4,16,14,18,13,0,1,4,,,
1987,5,4,11,2,24,12,13,1,1,4,,,
1988,21,6,10,5,11,10,3,3,4,0,,,
1989,4,17,18,6,13,9,6,0,7,2,,,
1990,23,19,12,18,8,6,23,0,3,4,,,
1991,24b,5,16,4,11,14,1,2,7,1,L01E024,,
1992,20,12,5,8,2,21,1,1,9,3,,,
1993,15,2,16,11,11,15,15,0,1,2,,,
1994,2,7,15,13,19,24,24,3,8,3,,,
1995,2,23,8,3,7,18,23,3,4,4,,,
1996,1,21,4,23,10,14,15,3,2,3,,,
1997,17,24,7,13,8,12,1,3,0,3,,,
1998,15b,7,1,9,16,3,21,3,2,1,L01E015,,
1999,2,14,11,3,17,21,24,2,3,2,,,
2000,8,7,24,17,4,23,4,2,2,4,,,
2001,8,2,20,17,23,5,12,0,5,2,,,
2002,15,17,4,17,14,21,4,3,2,4,,,
2003,13,14,16,17,19,21,2,1,3,3,,,
2004,5,21,24,7,16,7,4,2,8,4,,,
2005,6,6,12,1,22,12,15,1,9,3,,,
2006,13,7,16,12,5,21,4,2,9,4,,,
2007,7,16,6,9,7,1,12,2,2,3,,,
2008,8,20,11,2,10,17,24,1,9,3,,,
2009,13,22,23,18,22,12,22,1,7,3,,,
2010,16,3,22,13,20,1,12,3,0,3,,,
2011,12,19,15,24,16,19,4,2,1,4,,,
2012,13,22,18,9,23,23,13,1,5,2,,,
2013,16,12,22,11,3,5,24,0,4,2,,,
2014,21,13,4,12,23,13,15,1,1,2,,,
2015,23,5,20,6,20,14,22,1,5,1,,,
2016,14,24,16,5,1,10,7,3,9,0,,,
2017,24,4,24,9,2,8,11,3,4,2,,,
2018,12,2,18,10,10,12,7,0,5,2,,,
2019,10,22,4b,18,16,19b,8,1,6,2,"L03E004,L06E023,L06E019",,
2020,23,20,18,4,17,14,17,0,9,0,,,
2021,15,8,17,15,20,5,21,2,9,2,,,
2022,9,3,3,7,13,2,19,0,1,1,,,
2023,9,3,4,18,24,15,12,0,8,4,,,
2024,21,7,19,6,15,11,2,2,2,2,,,
2025,22,24,8,1,20,13,4,1,4,2,,,
2026,20,4,18,12,14,5,4,0,7,4,,,
2027,19,3,16,24,3,23,20,0,9,3,,,
2028,19,14,12,10,9,18,8,1,1,2,,,
2029,7,6,18,22,2,7,9,0,6,3,,,
2030,15,12,18,23,15,3,12,2,2,3,,,
2031,1,15,20,7b,11,7b,13,1,4,2,"L06E007,L04E007",,
2032,3,10,9,13,21,23,9,0,8,2,,,
2033,8,8,20,16,2,7,17,2,3,3,,,
2034,10,18,9,23,2,11,13,0,1,1,,,
2035,6,16,7,21,20,6,3,0,3,2,,,
2036,17,9,18,4,23,19,8,2,0,2,,,
2037,2,7,17,13,7,10,8,0,1,2,,,
2038,4,6,3,9,18,5,3,3,2,1,,,
2039,3,2,19,23,9,19,6,1,6,2,,,
2040,11,3,21,10,18,18,23,0,4,2,,,
2041,4,21,1,18,12,7,2,0,5,4,,,
2042,10,18,11,4,4,12,9,0,4,2,,,
2043,11,10,18,16,2,13,23,1,5,2,,,
2044,24,10,18,23,2,18,9,2,0,2,,,
2045,20,15,2,10,3,23,13,0,5,2,,,
2046,5,11,11,18,18,16,5b,0,7,1,L07E005,,
2047,13,12,1,1,10,17,7,1,0,2,,,
2048,1,18,13,19,24,18,11,2,4,4,,,
2049,4b,10,24,15,18,17b,15,0,0,2,"L06E017,L01E004",,
2050,23,23,2,14,8,18,10,3,5,2,,,
2051,3,11,9,18,14,22,23,0,8,2,,,
2052,20,4,2,17,6,20,24,2,2,2,,,
2053,9,18,7,8,19,18,7,0,3,2,,,
2054,10,14,8,21,24,15,6,1,7,3,,,
2055,14,23,9,11,10,20,6b,3,5,1,L07E006,,
2056,17,14,3,9,18,18,11,2,7,2,,,
2057,20,1,21,4,12,9,15,3,9,1,,,
2058,7,5,4,11,19,17,20,3,8,4,,,
2059,16,21,12,10,12,13,10,3,2,2,,,
2060,4,10,18,10,4,16,9,2,4,2,,,
2061,19,15,4,17,19,20,1,1,1,2,,,
2062,3,21,15,1,16,20,1,2,5,1,,,
2063,15,19,10,21,9,24,13,3,6,2,,,
2064,4,12,18,1,17,3,22,2,7,2,,,
2065,23,1,13,3,5,7,15,2,9,2,,,
2066,22,6,7,2,23,15,19,2,9,2,,,
2067,3,16,21,10,15,8,3,0,6,0,,,
2068,20,13,4,21,5,8,9,3,7,3,,,
2069,18,1,18,23,12,4,22,1,0,0,,,
2070,21,6,15,17,3,19,9,1,3,1,,,
2071,14,9,17,10,20,19,5,0,9,3,,,
2072,12,15,2,23,1,2,21,2,7,1,,,
2073,24,4,2,12,18,5,21,2,0,3,,,
2074,4,13,19,8,12,23,1,2,9,2,,,
2075,6,24,3,20,9,3,5b,3,5,1,L07E005,,
2076,5,3,11,2,2,8,7,0,1,1,,,
2077,1,14,18,21,4,9,12,1,4,3,,,
2078,19,22,13,18,14,1,1,3,1,2,,,
2079,11,8,10,16,16,15,15,2,2,2,,,
2080,6,18,16,19b,1,2,9,0,5,1,L04E019,,
2081,3,19,10,12,3,3,4,3,7,2,,,
2082,1,23,16,8,17,6,3,0,0,2,,,
2083,6,8,24,20,2,17,2,2,0,2,,,
2084,3,1,24,13,18,12,18,1,4,2,,,
2085,22,3,5,13,12,19,15,1,7,1,,,
2086,4b,20,10,21,8b,19,23b,0,7,2,"L05E008,L07E023,L01E004",,
2087,7,4,22,15,5,9,24,0,3,4,,,
2088,4,7,15,9,22,2,4,2,0,3,,,
2089,6,16,2,15,5,19,5,0,5,3,,,
2090,15b,11,11,20,22,12b,12,0,3,4,"L06E012,L01E015",,
2091,17,7,10,17,16,24,13,1,7,2,,,
2092,1,22,19,4,11,7,14,0,2,4,,,
2093,24,3,15,2,23,1,1,0,1,2,,,
2094,17,24,8,2,5b,24b,5b,3,8,3,"L05E005,L07E005,L06E024",,
2095,10,8,9,8,5,6,9,3,2,2,,,
2096,16,24,13,8,16,16,16,1,7,0,,,
2097,20,17,4,1,4,18,10,3,9,4,,,
2098,16,13,14,11,21,24,1,3,6,2,,,
2099,23,22,8,11,1,12,2,0,1,3,,,
2100,8,23,20,11,19,11,8,2,0,3,,,
2101,21,16,14,16,13,17,20,1,8,3,,,
2102,11,18,4b,6,7,6b,19,3,3,2,"L03E004,L06E006",,
2103,20,23,5,10,3,7,16,0,5,2,,,
2104,24,23,21,14,23,14,6,2,8,2,,,
2105,18,2,5,17,13,20,8,2,9,0,,,
2106,1,4,14,12,6,10,10,2,6,3,,,
2107,11,7,17,18,17,21b,24,3,8,1,L06E021,,
2108,22,18,9,6,16,16,9,1,8,0,,,
2109,13,3,6,22,17,4,15,1,9,1,,,
2110,9,21,11,14,12,6,17,3,3,2,,,
2111,1,24,2,9,7,18,1,0,8,3,,,
2112,12,10,18,3,9,1,22,1,5,1,,,
2113,11,15,21,10,10,5,15,1,6,0,,,
2114,15,20,4,11,24,10,20,3,1,4,,,
2115,9,13,14,22,16,24,7,2,7,2,,,
2116,19,1,6,20,23,7,5,1,6,2,,,
2117,11,5,19,21,12,4,3,3,7,0,,,
2118,2,16,5,22,6,10,20,1,0,3,,,
2119,18,13,21,2,12,1,14,1,0,2,,,
2120,9,4,1,23,9,10,15,3,4,1,,,
2121,1,16,1,17,24,3,4,0,9,3,,,
2122,9,17,20,19,17,11,17,0,0,2,,,
2123,19,16,20,18,15,21,12,0,1,2,,,
2124,14,14,8,1,10,8,19,2,8,0,,,
2125,5,7,14,4,4,17,17,0,0,2,,,
2126,8b,21,4,23,22b,1,21,2,7,3,"L01E008,L05E022",,
2127,19,23,10,17,4,24,16,2,7,2,,,
2128,10,9,6,13,10,7,4,2,4,2,,,
2129,4,18,3,8,5,20,9,2,0,2,,,
2130,18,6,3,15,9,17b,17,2,7,1,L06E017,,
2131,8,3,19,14,7,19,22,1,4,3,,,
2132,15,19,10,14,24,5,7,1,8,2,,,
2133,13,22,12,22,12,9,13,3,9,3,,,
2134,9,7,1,17,17,9,15,3,1,0,,,
2135,22,6,5,19,15,24,4,0,1,3,,,
2136,1,10,5,3,7,22,3,0,9,2,,,
2137,11,7,8,19,23,3,12,2,0,2,,,
2138,13,15,16,10,22,18,7,0,9,2,,,
2139,15,14,23,24,7,9,10,2,6,3,,,
2140,14,7,10,11,10,14,19,2,2,0,,,
2141,7,18,17,4,21,5,5,3,4,3,,,
2142,3,8,9,3,21,2,16,2,6,1,,,
2143,17,8,17,9,23,15,20,1,1,3,,,
2144,7,11,23,7,7,21,12,3,7,4,,,
2145,3,11,6,21,1,1,18,0,1,1,,,
2146,10,10,7,16,16,21,19,1,9,2,,,
2147,5,5,7,11,3,16,23,2,7,1,,,
2148,14,6,5,4,24b,3,24,2,2,1,L05E024,,
2149,1,14,6,19,11,19,9,0,3,3,,,
2150,13,9,5,9,21,23,8,3,2,2,,,
2151,17,18,23,7,19,23,18,0,3,4,,,
2152,23,15,11,20,1,1,23,0,4,1,,,
2153,17,11,3,21,20,21,18,1,2,4,,,
2154,14,18,7,2,8,3,5,2,0,3,,,
2155,4,15,9,11,22,3,11,3,8,2,,,
2156,10,16,16,23,8,1,15,0,4,1,,,
2157,6,6,18,21,20,1,7,1,8,1,,,
2158,23,12,19,23,6,6,10,0,6,2,,,
2159,22,5,23,18,21,6,1,3,7,2,,,
2160,15,10,5,18,16,10,14,3,3,2,,,
2161,19,2,3,15,24,4,9,2,7,1,,,
2162,21,8,24,14,5,10,12,0,5,2,,,
2163,14,22,21,12,9,22,21,1,8,2,,,
2164,24b,11,19,12,8,7b,16,1,6,3,"L06E007,L01E024",,
2165,4,13,20,9,1,18,19,0,4,2,,,
2166,12,23,24,20,22,16,10,3,0,2,,,
2167,1,15,21,7,12,21,9,3,0,3,,,
2168,4,14,21,11,12,12,15,3,5,2,,,
2169,16,1,24,6,14,15,20,2,8,3,,,
2170,2,14,18,20,9,19,13,1,0,2,,,
2171,4,7,4,9,1,7,9,1,1,3,,,
2172,20,10,19,6,6,11,12,1,6,3,,,
2173,21,16,2,10,8,21,8,2,6,2,,,
2174,3,22,18,17,24,10,12,3,6,3,,,
2175,10,8,13,14,5,7,16,1,0,2,,,
2176,9,14,10,8,24,7,7,3,1,2,,,
2177,14,17,15,6,1,16,2b,0,1,1,L07E002,,
2178,14,7,21,9,21,12,14,2,6,3,,,
2179,20,23,19,20,1,4,6,2,0,2,,,
2180,10,23,9,12,22,22,23,1,8,3,,,
2181,7,17,21,16,21,17,23,1,5,4,,,
2182,15,8,3,23,23,6,11,1,4,2,,,
2183,13,11,14,23,21,3,9,3,6,1,,,
2184,23,9,9,2,21,22,14,2,2,3,,,
2185,10,23,5,6,13,11b,1,2,1,1,L06E011,,
2186,18,24,2,22,10,20,20,3,9,2,,,
2187,17,16,15,8,1,14,15,1,6,1,,,
2188,1,14,19,21,23,9,23,3,7,2,,,
2189,4,7,6,18,20,1,6,1,2,3,,,
2190,6,20,11,22,22,12,7,3,4,3,,,
2191,14,6,3,7,21,5,7,3,5,2,,,
2192,12,3,11,16,16,10,8,1,5,2,,,
2193,20,17,17,13,19,16,2,1,8,3,,,
2194,4,2,23,6,4,1,17,2,7,2,,,
2195,3,3,2,16b,19,1,18b,3,9,2,"L04E016,L07E018",,
2196,4,16,11,12,6,10,10,1,8,2,,,
2197,2,20,1,21,10,12,16,3,0,2,,,
2198,10,7,14,2b,2,10,22,0,8,1,L04E002,,
2199,2,8,23,21,22,24,17,2,7,3,,,
2200,11,13,17,13,22,10,23,1,8,2,,,
2201,4,7,4,19b,4b,10,13,0,2,4,"L04E019,L05E004",,
2202,9,15,17,11,22b,20,13,1,0,1,L05E022,,
2203,10,23,19,22,8,2,16,1,8,2,,,
2204,24,17,7,23,15,5,3,2,8,1,,,
2205,15,12,15,13,4,5,21,3,9,3,,,
2206,22,8,18,18,14,3,3,1,7,1,,,
2207,15,8,2,8,20,14,23,3,6,3,,,
2208,24,11,6,15,10,19,1,0,7,2,,,
2209,12b,6,2,5,6,16,13,1,0,1,L01E012,,
2210,14,16,14,2,16,24,19,3,0,2,,,
2211,24,1,15,10,4,20,20,3,2,3,,,
2212,22,14,15,3,9,2,6,2,3,1,,,
2213,11,16,24,11,14,7,13,0,0,2,,,
2214,22,10,23,20,9,4,19,1,3,0,,,
2215,19,18,10,21,3,13,9,1,2,0,,,
2216,10,12b,19,21,18,13,9,1,4,1,L02E012,,
2217,3,13,21,14,20,21,18,0,1,3,,,
2218,5,21,22,21,23,16,4,2,5,3,,,
2219,15,21,5,16,6,9,13,2,5,3,,,
2220,6,16,22,20,20,4,7,3,3,2,,,
2221,21,9,21,9,5b,8,10,1,1,1,L05E005,,
2222,10,10,3,20,19,9,14,2,7,2,,,
2223,3,11,23,6,16,17,13,2,9,1,,,
2224,12,23,5,13,9,20,16,1,4,1,,,
2225,4,4,20,10,18,14,13,3,9,2,,,
2226,3,19,3,1,16,1,3,2,1,0,,,
2227,24,19,15,17,8,1,13,0,8,2,,,
2228,20b,10,19,20,13,4,19,3,7,1,L01E020,,
2229,18,17,4,11,18,15,2,1,4,3,,,
2230,22,9,20,19,23,19,7,2,7,2,,,
2231,13,7,9,15,18,11,18,3,2,2,,,
2232,11,16,6,10,6,10,2b,0,2,1,L07E002,,
2233,23,3,2,6,5,18,10,0,3,2,,,
2234,23,19,24,13,12,8,5,1,5,1,,,
2235,5,19,19,16,22,6,11,1,8,3,,,
2236,20,13,8,15,19,1,18,1,6,3,,,
2237,15,6,11,7,19,1,10,1,4,3,,,
2238,14,15,17,9,2,22,1,3,6,0,,,
2239,18,1,21,15,12,19,10,0,1,1,,,
2240,3,13,12,20,18,6,15,1,4,2,,,
2241,3,10,10,15,9,5,7,0,3,0,,,
2242,11,15,17,12,24,22,8,3,0,2,,,
2243,7,3,19,16,16,21,1,3,7,3,,,
2244,3,5,13,18,10,10,4b,1,9,1,L07E004,,
2245,5,6,11,7b,12,13,21,1,9,1,L04E007,,
2246,4,7,7,2,6,3,21,1,1,2,,,
2247,23,18,7,4,2,19,21,0,5,1,,,
2248,13,2,9,4,14,4,14,3,2,2,,,
2249,24,23,20,12,15,2,5,2,7,3,,,
2250,19,24,18,20,6,5,3,3,2,0,,,
2251,11,23,7,22,22,15,6,2,9,4,,,
2252,20,15,22,24,1,1,22,0,4,3,,,
2253,24,24,3,7,2,14,6,3,4,3,,,
2254,2,3,20,15,5,12,6,1,0,4,,,
2255,14,11,22,24,7,17,6,3,2,4,,,
2256,11,3,6,6,14,8,19,2,4,1,,,
2257,7,19,18,5,15,12,4,2,9,3,,,
2258,13,12,19,22,22,10,5,0,4,4,,,
2259,18,2,9,17,19,11,10,1,2,2,,,
2260,13,5,4,9,21,9,8,1,1,2,,,
2261,24,8,9,17,20,14,20,2,6,3,,,
2262,3,24,16,14,9,16,11,2,0,0,,,
2263,5,1,2,7,2,1,20,2,0,2,,,
2264,24,11,6,21,14,19,23,2,8,4,,,
2265,17,8,17,13,8,9,13,1,1,2,,,
2266,2,21,13,3,19,13,20,0,8,4,,,
2267,21,22,1,20,8,6,21,1,4,3,,,
2268,13,6,10,1,5,1,16,0,8,1,,,
2269,10,2,18,5,20,3,17,0,7,1,,,
2270,24,10,8,2,24,5,20,3,4,4,,,
2271,3,12,15,10,24,17,18,1,0,4,,,
2272,23,20,11,24,15,11,15,0,0,2,,,
2273,17,23,12,13,17,23,1,3,5,3,,,
2274,6,17,13,21,7,22,9,2,7,1,,,
2275,15,15,18,7,23,18,11,0,5,3,,,
2276,9,24,10,6,9,14,1,0,0,0,,,
2277,18,4,22,21,3,4,20,0,6,3,,,
2278,10,14,24,16,2,14,23,1,8,2,,,
2279,12,19,10,3,20,1,20,2,5,3,,,
2280,9,20,11,10,13,10,1,1,0,0,,,
2281,10,18,10,3,23,19b,13,0,3,1,L06E019,,
2282,4b,6,7,21,18,4,9,3,6,1,L01E004,,
2283,24b,3,9,3,11,1,16,1,9,1,L01E024,,
2284,17,17,2,8,18,14,10,0,4,1,,,
2285,4,17,10,16,8,18,16,1,8,4,,,
2286,23,19,23,11,3,21b,24,0,0,1,L06E021,,
2287,3,17,23,9,17,15b,11,3,1,1,L06E015,,
2288,20,5,15,18,16,19,1,1,4,2,,,
2289,3,7,19,15,6,24b,12b,2,5,2,"L06E024,L07E012",,
2290,22,14,11,17,9,13,1,3,6,0,,,
2291,10,24,1,7,14,4,3,0,0,2,,,
2292,2,14,22,16,5,2,17,0,9,4,,,
2293,15,21,24,15,9,2,22,2,7,2,,,
2294,20,4,14,15,21,6,6,0,8,4,,,
2295,7,17,1,17,9,8,23,0,2,2,,,
2296,17,7,22,9,12,6,18,1,8,4,,,
2297,23,15,7,4,4,2,14,0,4,2,,,
2298,11,14,16,13,21,3,20,1,1,2,,,
2299,12,7,5,1,9,18,10,0,3,2,,,
2300,7,5,7,11,12,6,24,1,9,2,,,
2301,20,10,13,7,15,9,9,2,8,2,,,
2302,7,22,22,5,24,12,14,1,5,4,,,
2303,12,4,23,12,5,10,3,2,7,4,,,
2304,5,17,16,20,10,3,3,3,1,0,,,
2305,16,23,1,5,8,13,3,3,4,1,,,
2306,21,11,19,1,2,6,3,2,0,1,,,
2307,14,2,15,11,8,6,9,1,4,2,,,
2308,21,10,24,4,24,2,5,2,6,2,,,
2309,4b,6,3,20,12,14,15,3,7,1,L01E004,,
2310,14,4,21,7,10,12,21,2,3,3,,,
2311,12,7,7,7,14,11,12,3,5,4,,,
2312,21,23,1,12,2,24,21,0,6,2,,,
2313,17,22,11,19,7,11,18,1,6,4,,,
2314,9,24,3,6,7,11,6,3,7,3,,,
2315,4,3,20,13,14,20,14,0,5,3,,,
2316,16,19,16,3,6,16,18b,3,5,1,L07E018,,
2317,7,8,2,8,17,4,8,3,2,1,,,
2318,21,20,10,6,7,6,18,3,6,3,,,
2319,8b,2,10,8,3,15b,23,3,2,2,"L06E015,L01E008",,
2320,16,16,21,17,24,23,8,2,5,2,,,
2321,4,7,11,20,12,22,12,3,7,2,,,
2322,12b,15,24,1,8,12b,10,1,3,3,"L01E012,L06E012",,
2323,22,18,22,12,21,17,19,0,5,4,,,
2324,7,3,4,5,24,18,24,1,1,4,,,
2325,19,21,2,14,18,20,6,2,2,2,,,
2326,19,24,23,3,19,18,12,2,7,3,,,
2327,11,10,24,2,23,13,11,2,9,1,,,
2328,15,7,4,11,18,19,12,2,8,4,,,
2329,9,4,22,11,10,7,15,0,6,3,,,
2330,5,15,22,9,18,16,14,3,3,2,,,
2331,4b,20,1,14,18,16,11,0,5,1,L01E004,,
2332,1b,21,20,15,18,19b,4,3,0,3,"L06E019,L01E001",,
2333,20,21,4,18,14,7,18,1,1,4,,,
2334,4,8,7,2,22,8,11,1,2,3,,,
2335,11,17,15,13,22,11,7,1,8,2,,,
2336,10,22,6,13,23,6,21,1,8,2,,,
2337,8,14,18,16,23,7,2,3,5,4,,,
2338,9,12,18,24,19,24,10,1,9,4,,,
2339,7,11,10,24,16,9,1,0,5,2,,,
2340,12,14,22,8,9,6,15,2,2,3,,,
2341,5,16,14,9,12,7,17,2,4,1,,,
2342,23,15,5,18,10,12,5,1,8,2,,,
2343,20,8,7,13,19,16,6,1,1,3,,,
2344,9,7,22,16,9,23,5,1,2,4,,,
2345,8,19,11,2,18,7,23,3,5,4,,,
2346,8,10,23,17,8,1,5,3,1,3,,,
2347,24,20,5,10,7,7,19,0,1,3,,,
2348,12b,14,5,12,13,10,18b,3,6,2,"L01E012,L07E018",,
2349,22,3,18,8,21,19,8,1,6,2,,,
2350,16,24,4b,11,14,5,6b,1,2,2,"L07E006,L03E004",,
2351,12b,15,12b,3,24,21,4,2,4,4,"L03E012,L01E012",,
2352,14,16,23,13,3,17,6,1,3,2,,,
2353,4,15,19,19,9,16,19,1,5,2,,,
2354,10,18,19,11,10,1,9,1,3,0,,,
2355,11,14,12,20,16,10,20,2,5,2,,,
2356,6,18,23,16,21,6,19,3,2,3,,,
2357,6,14,20,1,23,1,18b,2,9,1,L07E018,,
2358,13,5,1,24,2,3,2,0,2,2,,,
2359,21,6,10,13,17,12b,10,3,1,1,L06E012,,
2360,24,24,3,6,15,20,8,1,2,1,,,
2361,16,10,18,3,2,13,23,1,7,1,,,
2362,17b,21,12b,12,23,18b,18b,2,2,4,"L06E018,L03E012,L01E017,L07E018",,
2363,3,6,15,4,14,24,6,3,6,3,,,
2364,13,3,21,23,16,7,18,2,4,2,,,
2365,6,17,22,23,9,8,18,3,2,2,,,
2366,13,11,11,6,22,13,12,2,9,2,,,
2367,18,18,18,8,22,18,13,2,2,2,,,
2368,16,5,23,2,3,16,12,2,8,2,,,
2369,23,18,18,24,7,19,13,0,6,3,,,
2370,22,23,6,3,22,5,24,3,1,1,,,
2371,11,7,4b,4,6,9,11,3,4,1,L03E004,,
2372,13,17,3,1,21,14,12,0,4,2,,,
2373,17,17,5,1,6,15,12,1,7,3,,,
2374,11,15,4,17,4,13,17,0,9,2,,,
2375,3,11,13,21,21b,14,13,1,3,1,L05E021,,
2376,15,6,5,24,13,8,20,2,8,3,,,
2377,17,11,13,15,6,23,19,3,6,2,,,
2378,11,19,11,8,2,7,3,1,1,1,,,
2379,16,15,5,14,18,17,11,1,4,1,,,
2380,22,1,23,18,20,3,5,1,5,2,,,
2381,5,24,22,14,12,1,2,1,9,2,,,
2382,5,11,24,19,9,15,16,1,5,2,,,
